kata,ipa,e_count
merancangkan,mərantʃaŋkan,1
resonansi,resonansi,1
laberang,labəraŋ,1
tunasusila,tunasusila,0
pilot,pilot,0
dibaptis,dibaptis,0
becermin,bətʃərmin,2
hidrogen,hidrogen,1
pencarian,pəntʃarian,1
menelurkan,mənəlurkan,2
beredar,bəredar,2
kekuatan,kəkuatan,1
ingus,iŋus,0
meragui,məragui,1
tampuk,tampuʔ,0
sesuai,səsuai,1
jiwanya,dʒiwaɲa,0
meteran,metəran,2
mandi,mandi,0
berawai,bərawai,1
mengesup,məŋəsup,2
meleburkan,mələburkan,2
berangan,bəraŋan,1
jilat,dʒilat,0
bawah,bawah,0
alto,alto,0
biau,biau,0
sein,sein,1
sipu,sipu,0
sepul,səpul,1
difteri,difteri,1
memasok,məmasoʔ,1
kejat,kədʒat,1
sekip,səkip,1
cepatnya,tʃəpatɲa,1
antagonis,antagonis,0
ditaruh,ditaruh,0
diperjual belikan,dipərdʒualbəlikan,2
menjepret,məndʒəpret,3
memperdewa,məmpərdewa,3
memersekoti,məmərsəkoti,3
humus,humus,0
tersentuh,tərsəntuh,2
egoisme,egoismə,2
kesetanan,kəsetanan,2
ceratai,tʃəratai,1
menyakitkan,məɲakitkan,1
memegat,məməgat,2
berbahasa,bərbahasa,1
tikar,tikar,0
batari,batari,0
penguatkuasa,pəŋuatkuasa,1
perimbangan,pərimbaŋan,1
antakesuma,antakəsuma,1
bersemuka,bərsəmuka,2
kuduk,kuduʔ,0
curiga,tʃuriga,0
penyamun,pəɲamun,1
mengetemui,məŋətəmui,3
cengkering,tʃəŋkəriŋ,2
peninjau,pənindʒau,1
zenit,zenit,1
pembelian,pəmbəlian,2
bolong,boloŋ,0
patogen,patogen,1
pubertas,pubərtas,1
bupati,bupati,0
tekuk,təkuʔ,1
terumbuk,tərumbuʔ,1
menengok,məneŋoʔ,2
berbatasan,bərbatasan,1
plasenta,plasenta,1
masuk,masuʔ,0
penunjukan,pənundʒukan,1
meninggi,məniŋgi,1
telinga,təliŋa,1
pasti,pasti,0
dembam,dəmbam,1
mengelaborasi,məŋelaborasi,2
hiris,hiris,0
tgl,tgl,0
sirene,sirenə,2
sebak,səbaʔ,1
meterai,mətərai,2
iya,ija,0
menjauhi,məndʒauhi,1
ekornya,ekorɲa,1
sendirinya,səndiriɲa,1
terkehel,tərkehel,3
kebebasan,kəbebasan,2
mengantarai,məŋantarai,1
menyepel,məɲəpel,3
luaran,luaran,0
keakuan,kəakuan,1
menghemat,məŋhemat,2
cuak,tʃuaʔ,0
resik,rəsiʔ,1
tertunggak,tərtuŋgaʔ,1
pengeratan,pəŋəratan,2
memancarkan,məmantʃarkan,1
persegeraan,pərsəgəraʔan,3
penyumbat,pəɲumbat,1
selenggaraan,sələŋgaraʔan,2
kucai,kutʃai,0
kelom,kəlom,1
kejujuran,kədʒudʒuran,1
keterbacaan,kətərbatʃaʔan,2
dengung,dəŋuŋ,1
ketai,kətai,1
karib,karib,0
muhasabah,muhasabah,0
ajuk,adʒuʔ,0
menyengaja,məɲəŋadʒa,2
tercurah,tərtʃurah,1
pengintaian,pəŋintaian,1
penjiplak,pəndʒiplaʔ,1
tersergam,tərsərgam,2
kuda,kuda,0
bingkahan,biŋkahan,0
kaget,kaget,1
sebulan,səbulan,1
pencemar,pəntʃəmar,2
piawai,piawai,0
diperkosa,dipərkosa,1
benua,bənua,1
mengunjungi,məŋundʒuŋi,1
kalakian,kalakian,0
tahui,tahui,0
belolok,bəloloʔ,1
enggang,əŋgaŋ,1
sasarannya,sasaranɲa,0
geledek,gəledeʔ,3
membendakan,məmbəndakan,2
lentam,ləntam,1
kelir,kəlir,1
seolah,səolah,1
galvanisasi,galvanisasi,0
sederajat,sədəradʒat,2
jalil,dʒalil,0
mengekstradisi,məŋeʔstradisi,2
banyak,baɲaʔ,0
mendekam,məndəkam,2
pramuniaga,pramuniaga,0
mendinding,məndindiŋ,1
perkosaan,pərkosaʔan,1
menganggotai,məŋaŋgotai,1
rahang,rahaŋ,0
membubuh,məmbubuh,1
penetapan,pənətapan,2
mendengkur,məndəŋkur,2
wirid,wirid,0
kebuasan,kəbuasan,1
candak,tʃandaʔ,0
berdadung,bərdaduŋ,1
amaliah,amaliah,0
celomes,tʃəlomes,2
pendulangan,pəndulaŋan,1
hembusan,həmbusan,1
pendelegasian,pəndelegasian,3
papar,papar,0
akurat,akurat,0
erektil,ereʔtil,2
berselendang,bərsəlendaŋ,3
menyiapkan,məɲiapkan,1
mengerubuti,məŋərubuti,2
kilas,kilas,0
jera,dʒəra,1
diadili,diadili,0
visi,visi,0
apapun,apapun,0
pembual,pəmbual,1
berkewajiban,bərkəwadʒiban,2
koordinator,koʔordinator,0
membalah,məmbalah,1
peku,pəku,1
malang,malaŋ,0
pertelevisian,pərtelevisian,3
dikatakan,dikatakan,0
menyelenggarakan,məɲələŋgarakan,3
kencung,kəntʃuŋ,1
keropos,kəropos,1
antarmolekul,antarmoləkul,1
kelihaian,kəlihaian,1
diusulkan,diusulkan,0
mengundang,məŋundaŋ,1
pemuasan,pəmuasan,1
cakerawala,tʃakərawala,1
kesembuhan,kəsəmbuhan,2
petuk,pətuʔ,1
cecunguk,tʃətʃuŋuʔ,1
elektron,eleʔtron,2
terbelingkang,tərbəliŋkaŋ,2
diperbolehkan,dipərbolehkan,2
berkepala,bərkəpala,2
siapakah,siapakah,0
menghajar,məŋhadʒar,1
sesegera,səsəgəra,3
pengawalan,pəŋawalan,1
menggiatkan,məŋgiatkan,1
temu,təmu,1
cabur,tʃabur,0
perutku,pərutku,1
disisihkan,disisihkan,0
abrik,abriʔ,0
pemercontoh,pəmərtʃontoh,2
pulang,pulaŋ,0
kesohor,kəsohor,1
depanku,dəpanku,1
berdempet,bərdempet,3
glaukoma,glaukoma,0
sekerja,səkərdʒa,2
jin,dʒin,0
mengeramkan,məŋəramkan,2
tayangan,tajaŋan,0
penyucian,pəɲutʃian,1
bersinggungan,bərsiŋguŋan,1
penembang,pənəmbaŋ,2
adiwangsa,adiwaŋsa,0
diurus,diurus,0
berkerudung,bərkəruduŋ,2
bunglai,buŋlai,0
yamtuan,jamtuan,0
kebakaran,kəbakaran,1
bergantungan,bərgantuŋan,1
dasarkan,dasarkan,0
peterseli,petərseli,3
kunyah,kuɲah,0
cempek,tʃempeʔ,2
menekunkan,mənəkunkan,2
wangi,waŋi,0
benuang,bənuaŋ,1
memeriksa,məməriʔsa,2
berpesiar,bərpəsiar,2
bersepah,bərsepah,2
pedanda,pədanda,1
tarafkan,tarafkan,0
pengabai,pəŋabai,1
seenak,səenaʔ,2
dramatisasi,dramatisasi,0
disusuli,disusuli,0
elaborasi,elaborasi,1
ditumpanginya,ditumpaŋiɲa,0
begana,bəgana,1
beranak,bəranaʔ,1
saji,sadʒi,0
membujuk,məmbudʒuʔ,1
tergulung,tərguluŋ,1
melayat,məlajat,1
mengobral,məŋobral,1
bonekanya,bonekaɲa,1
kesembilan,kəsəmbilan,2
miniatur,miniatur,0
pencadang,pəntʃadaŋ,1
tunas,tunas,0
setiabu,sətiabu,1
semifinal,semifinal,1
berkesudahan,bərkəsudahan,2
menggaris,məŋgaris,1
fantastis,fantastis,0
kelip,kəlip,1
ungkap,uŋkap,0
sakristi,saʔristi,0
perayaan,pərajaʔan,1
urut,urut,0
lumrah,lumrah,0
ketitiran,kətitiran,1
gaok,gaoʔ,0
perpeloncoan,pərpəlontʃoan,2
magrib,magrib,0
wisatawan,wisatawan,0
pengguguran,pəŋguguran,1
prolog,prolog,0
penanya,pənaɲa,1
editor,editor,1
daripadanya,daripadaɲa,0
kehilangan,kəhilaŋan,1
penyejukan,pəɲədʒukan,2
seloka,səloka,1
sapi,sapi,0
lantang,lantaŋ,0
sauna,sauna,0
meninggikan,məniŋgikan,1
mengasihani,məŋasihani,1
persepsi,pərsepsi,2
pembikin,pəmbikin,1
pencacar,pəntʃatʃar,1
dilatih,dilatih,0
ampat,ampat,0
menggeser,məŋgeser,3
berdempetan,bərdempetan,3
sosiologis,sosiologis,0
baginya,bagiɲa,0
azimut,azimut,0
pendigulan,pəndigulan,1
raksasa,raʔsasa,0
berik,bəriʔ,1
separatis,separatis,1
belungkang,bəluŋkaŋ,1
jenazah,dʒənazah,1
berlawanan,bərlawanan,1
selepa,sələpa,2
mendakwakan,məndaʔwakan,1
musuhnya,musuhɲa,0
dril,dril,0
polri,polri,0
novelnya,novelɲa,1
samak,samaʔ,0
lengkung,ləŋkuŋ,1
kepalanya,kəpalaɲa,1
mengamuk,məŋamuʔ,1
kelingking,kəliŋkiŋ,1
tenda,tenda,1
layu,laju,0
semerbak,səmərbaʔ,2
penyematan,pəɲəmatan,2
belasting,bəlastiŋ,1
lembing,ləmbiŋ,1
ditempuh,ditəmpuh,1
membengisi,məmbəŋisi,2
surau,surau,0
sedaya,sədaja,1
keeleganan,kəeleganan,3
sabit,sabit,0
mewajibkan,məwadʒibkan,1
sen,sen,1
doang,doaŋ,0
opini,opini,0
mencagarkan,məntʃagarkan,1
mencambuk,məntʃambuʔ,1
nota,nota,0
kemis,kəmis,1
dadali,dadali,0
mengikrarkan,məŋiʔrarkan,1
layanan,lajanan,0
sahaja,sahadʒa,0
denotatif,denotatif,1
kejora,kədʒora,1
seremban,sərəmban,2
disahkan,disahkan,0
hatilah,hatilah,0
menghasilkan,məŋhasilkan,1
sandar,sandar,0
barangnya,baraŋɲa,0
belati,bəlati,1
berdekus,bərdəkus,2
fotografis,fotografis,0
atasnya,atasɲa,0
teman,təman,1
bertakwa,bərtaʔwa,1
perkayuan,pərkajuan,1
mengganas,məŋganas,1
tepam,təpam,1
sedimentasi,sedimentasi,2
kencang,kəntʃaŋ,1
menghajatkan,məŋhadʒatkan,1
melonggarkan,məloŋgarkan,1
mohon,mohon,0
meredakan,mərədakan,2
menegangi,mənəgaŋi,2
kemasukan,kəmasukan,1
kitaran,kitaran,0
kumala,kumala,0
skenario,skenario,1
demosi,demosi,1
meletus,mələtus,2
tertendang,tərtəndaŋ,2
bon,bon,0
kebuyutan,kəbujutan,1
kelemayar,kələmajar,2
bus,bus,0
memasuki,məmasuki,1
ajab,adʒab,0
teban,teban,1
latihan,latihan,0
keberadaannya,kəbəradaʔanɲa,2
bersebab,bərsəbab,2
alofon,alofon,0
koyakan,kojakan,0
hablur,hablur,0
rumahmu,rumahmu,0
belah,bəlah,1
penuturan,pənuturan,1
guntur,guntur,0
bergajul,bərgadʒul,1
pikiran,pikiran,0
seludang,səludaŋ,1
sentada,səntada,1
menggalas,məŋgalas,1
bui,bui,0
berwujud,bərwudʒud,1
terselempang,tərsələmpaŋ,3
akidah,akidah,0
bahari,bahari,0
adam,adam,0
beranggota,bəraŋgota,1
pesa,pəsa,1
berkiblat,bərkiblat,1
helang,həlaŋ,1
pejuang,pədʒuaŋ,1
kandil,kandil,0
didis,didis,0
berdetar,bərdətar,2
alum,alum,0
sanggahan,saŋgahan,0
telepuk,tələpuʔ,2
kemusykilan,kəmusjkilan,1
serani,sərani,1
beraneka,bəraneka,2
sengih,səŋih,1
borat,borat,0
mengelopak,məŋəlopaʔ,2
ekstremitas,eʔstremitas,2
berbusa,bərbusa,1
kabur,kabur,0
cangkuk,tʃaŋkuʔ,0
bagimu,bagimu,0
menghebahkan,məŋhebahkan,2
pencanai,pəntʃanai,1
rematik,rematiʔ,1
semir,səmir,1
ancak,antʃaʔ,0
rasi,rasi,0
sekerumun,səkərumun,2
menggagas,məŋgagas,1
iban,iban,0
mengeroyok,məŋərojoʔ,2
beraku,bəraku,1
mencangak,məntʃaŋaʔ,1
pemandu,pəmandu,1
bisawab,bisawab,0
resipien,resipien,2
mesem,mesəm,2
stabilitas,stabilitas,0
dinasihatkan,dinasihatkan,0
grosir,grosir,0
kobaran,kobaran,0
didesak,didəsaʔ,1
ditawarkan,ditawarkan,0
menyembai,məɲembai,2
memperoleh,məmpəroleh,3
titis,titis,0
bersentosa,bərsəntosa,2
snek,sneʔ,1
konfeksi,konfeʔsi,1
asri,asri,0
berdetak,bərdətaʔ,2
melalaikan,məlalaikan,1
hakekat,hakekat,1
paduka,paduka,0
merangu,məraŋu,1
prostat,prostat,0
tembeliung,təmbəliuŋ,2
berdawat,bərdawat,1
niaga,niaga,0
tarikh,tariʔh,0
berkesempatan,bərkəsəmpatan,3
peringkat,pəriŋkat,1
jauhnya,dʒauhɲa,0
angkringan,aŋʔriŋan,0
ketepatan,kətəpatan,2
bedama,bədama,1
pintas,pintas,0
kesting,kestiŋ,1
sekaya,səkaja,1
menebus,mənəbus,2
bintit,bintit,0
tidurlah,tidurlah,0
mencodak,məntʃodaʔ,1
tersusul,tərsusul,1
mangu,maŋu,0
rampung,rampuŋ,0
geometris,geometris,2
hadap,hadap,0
lembu,ləmbu,1
biasanya,biasaɲa,0
pekerti,pəkərti,2
pengetam,pəŋətam,2
transisi,transisi,0
elektro,eleʔtro,2
setawar,sətawar,1
culas,tʃulas,0
seloyong,səlojoŋ,1
dayung,dajuŋ,0
centil,tʃəntil,1
digariskan,digariskan,0
ketidak sabaran,kətidaksabaran,1
diagnostik,diagnostiʔ,0
piut,piut,0
cucuran,tʃutʃuran,0
sengsara,səŋsara,1
caing,tʃaiŋ,0
banteras,bantəras,1
penstrukturan,pənstruʔturan,1
cucup,tʃutʃup,0
mengah,məŋah,1
sedar,sədar,1
mesin,məsin,1
mencakah,məntʃakah,1
omong,omoŋ,0
melotot,məlotot,1
penjinak,pəndʒinaʔ,1
pemberontakan,pəmbərontakan,2
sepatbor,səpatbor,1
menerawang,mənərawaŋ,2
kuis,kuis,0
lorong,loroŋ,0
tapa,tapa,0
kondensasi,kondensasi,1
sembada,səmbada,1
dinikahkan,dinikahkan,0
cengkaman,tʃəŋkaman,1
truk,truʔ,0
menyidik,məɲidiʔ,1
pro,pro,0
mengapung,məŋapuŋ,1
menanggungkan,mənaŋguŋkan,1
seperjalanan,səpərdʒalanan,2
buronan,buronan,0
ditegur,ditəgur,1
korbankan,korbankan,0
bebotoh,bəbotoh,1
mencoreng,məntʃoreŋ,2
berbenak,bərbənaʔ,2
kependiaman,kəpəndiaman,2
taksir,taʔsir,0
dibebaskan,dibebaskan,1
persembunyian,pərsəmbuɲian,2
personifikasi,pərsonifikasi,1
hendaki,həndaki,1
rambut,rambut,0
memborong,məmboroŋ,1
sediakan,sədiakan,1
mendebat,məndebat,2
serempet,sərempet,3
lakukanlah,lakukanlah,0
berdasarkan,bərdasarkan,1
mengembang biakkan,məŋəmbaŋbiaʔkan,2
berbantah,bərbantah,1
dikenalnya,dikənalɲa,1
asteroid,astəroid,1
lezat,ləzat,1
berempat,bərəmpat,2
menolongnya,mənoloŋɲa,1
penambahan,pənambahan,1
mendepakan,məndəpakan,2
sewar,sewar,1
mengetuk,məŋətuʔ,2
bapa,bapa,0
saki,saki,0
penes,penes,2
bertanduk,bərtanduʔ,1
tengkuluk,təŋkuluʔ,1
biram,biram,0
akasia,akasia,0
lesen,lesən,2
spontanitas,spontanitas,0
mengasalkan,məŋasalkan,1
penambangan,pənambaŋan,1
ditemani,ditəmani,1
bertiga,bərtiga,1
adiwidia,adiwidia,0
menyuarakan,məɲuarakan,1
sepir,səpir,1
kesesuaian,kəsəsuaian,2
peselam,pəsəlam,2
seduh,səduh,1
mendiktekan,məndiʔtekan,2
krisis,ʔrisis,0
kecurangan,kətʃuraŋan,1
sebilangan,səbilaŋan,1
terlukiskan,tərlukiskan,1
tercegah,tərtʃəgah,2
dasasila,dasasila,0
sesira,səsira,1
mentaruh,məntaruh,1
ditakdirkan,ditaʔdirkan,0
mengelumuni,məŋəlumuni,2
alkisah,alkisah,0
adikuasa,adikuasa,0
alokasi,alokasi,0
terserap,tərsərap,2
berkomplot,bərkomplot,1
keculasan,kətʃulasan,1
memori,memori,1
pujangga,pudʒaŋga,0
berdarmawisata,bərdarmawisata,1
meradang,məradaŋ,1
tuntutan,tuntutan,0
imbuh,imbuh,0
kermak,kərmaʔ,1
tengkuknya,təŋkuʔɲa,1
melentur,mələntur,2
bek,beʔ,1
ionosfer,ionosfer,1
burut,burut,0
ketis,kətis,1
berselancar,bərsəlantʃar,2
menghela,məŋhela,2
segi tiga,səgitiga,1
mencelur,məntʃəlur,2
apotek,apoteʔ,1
diikutkan,diʔikutkan,0
danyang,daɲaŋ,0
mencantum,məntʃantum,1
binokular,binokular,0
misterius,misterius,1
punyai,puɲai,0
kelati,kəlati,1
menyenakkan,məɲənaʔkan,2
berkelim,bərkəlim,2
nisbah,nisbah,0
impresionisme,impresionismə,2
suplemen,supləmen,2
cikrak,tʃiʔraʔ,0
cinde,tʃinde,1
mengibaskan,məŋibaskan,1
sambung,sambuŋ,0
vikariat,vikariat,0
cengking,tʃəŋkiŋ,1
gurumu,gurumu,0
berukuran,bərukuran,1
juadah,dʒuadah,0
strategi,strategi,1
atlet,atlet,1
mengasihi,məŋasihi,1
pedestrian,pedestrian,2
mendoan,məndoan,1
memutah,məmutah,1
menyetop,məɲətop,2
pastel,pastel,1
kesesakan,kəsəsakan,2
girang,giraŋ,0
tinggal,tiŋgal,0
kapuk,kapuʔ,0
mengerisik,məŋərisiʔ,2
syahadan,sjahadan,0
muka,muka,0
keliling,kəliliŋ,1
fam,fam,0
sol,sol,0
merih,mərih,1
kapsul,kapsul,0
binara,binara,0
dibanting,dibantiŋ,0
dendeng,dendeŋ,2
mencaplok,məntʃaploʔ,1
kayang,kajaŋ,0
fajar,fadʒar,0
afektif,afeʔtif,1
berzakat,bərzakat,1
menjayakan,məndʒajakan,1
cercak,tʃərtʃaʔ,1
rugi,rugi,0
akademi,akademi,1
beribadah,bəribadah,1
putih,putih,0
mengengkeng,məŋeŋkeŋ,3
meluputkan,məluputkan,1
redaksi,redaʔsi,1
mek,meʔ,1
tetirah,tətirah,1
olahraga,olahraga,0
berjenaka,bərdʒənaka,2
seakan,səakan,1
drastis,drastis,0
mengundur,məŋundur,1
kesumba,kəsumba,1
suami,suami,0
semaram,səmaram,1
kelentong,kəlentoŋ,2
menegakkan,mənəgaʔkan,2
seramai,səramai,1
reaktor,reaʔtor,1
melawan,məlawan,1
penumpas,pənumpas,1
konser,konser,1
kerajaan,kəradʒaʔan,1
mengap,məŋap,1
mengenyangkan,məŋəɲaŋkan,2
semantik,semantiʔ,1
yakut,jakut,0
selongsong,səloŋsoŋ,1
pemunculan,pəmuntʃulan,1
mendendamkan,məndəndamkan,2
kompeten,kompəten,2
dikuasai,dikuasai,0
imbalan,imbalan,0
pembantar,pəmbantar,1
kekalutan,kəkalutan,1
amalan,amalan,0
poliandri,poliandri,0
pada,pada,0
keker,keker,2
perlunya,pərluɲa,1
terpotong,tərpotoŋ,1
foto,foto,0
serana,sərana,1
penggantungan,pəŋgantuŋan,1
palungan,paluŋan,0
mengerepes,məŋərepes,4
senioritas,senioritas,1
ukulele,ukulele,2
kecelakaan,kətʃəlakaʔan,2
layaknya,lajaʔɲa,0
merenungi,mərənuŋi,2
stereo,stereo,2
penelusuran,pənəlusuran,2
seturu,səturu,1
mendosir,məndosir,1
binaraga,binaraga,0
cih,tʃih,0
berekor,bərekor,2
ideologis,ideologis,1
profesi,profesi,1
kotor,kotor,0
rat,rat,0
kru,ʔru,0
radiologi,radiologi,0
majung,madʒuŋ,0
tengkam,təŋkam,1
sebelah,səbəlah,2
portret,portret,1
poket,poket,1
domplengan,dompleŋan,1
berhadapan,bərhadapan,1
solder,soldər,1
mendugang,məndugaŋ,1
tembatu,təmbatu,1
definisi,definisi,1
monitor,monitor,0
pertokoan,pərtokoan,1
keperihan,kəpərihan,2
abid,abid,0
teh,teh,1
dibelinya,dibəliɲa,1
membacakan,məmbatʃakan,1
embalau,əmbalau,1
imigrasi,imigrasi,0
interlokal,intərlokal,1
bertafakur,bərtafakur,1
redam,rədam,1
rawang,rawaŋ,0
menyunatkan,məɲunatkan,1
pengempisan,pəŋəmpisan,2
khemah,ʔhemah,1
cabir,tʃabir,0
serumpun,sərumpun,1
pamong,pamoŋ,0
berpatutan,bərpatutan,1
sepiker,səpikər,2
konsentrasi,konsentrasi,1
giginya,gigiɲa,0
lecur,lətʃur,1
berekreasi,bəreʔreasi,3
botani,botani,0
sterilisasi,sterilisasi,1
lampunya,lampuɲa,0
revisionis,revisionis,1
percobaan,pərtʃobaʔan,1
adicita,aditʃita,0
pong,poŋ,0
susur,susur,0
kecondongan,kətʃondoŋan,1
baku,baku,0
sisa,sisa,0
pemahat,pəmahat,1
dadek,dadeʔ,1
pengerikilan,pəŋərikilan,2
terpamer,tərpamer,2
lingkungan,liŋkuŋan,0
mengangon,məŋaŋon,1
tikam,tikam,0
pengabjadan,pəŋabdʒadan,1
memutus,məmutus,1
ratapan,ratapan,0
undang undang,undaŋundaŋ,0
bonanza,bonanza,0
penguji,pəŋudʒi,1
mengamput,məŋamput,1
menjala,məndʒala,1
pemulangan,pəmulaŋan,1
menciak,məntʃiaʔ,1
ekspresionistik,eʔspresionistiʔ,2
membongkahi,məmboŋkahi,1
berderingan,bərdəriŋan,2
sempurna,səmpurna,1
mengatus,məŋatus,1
selancar,səlantʃar,1
pengeliruan,pəŋəliruan,2
dipahami,dipahami,0
persemadian,pərsəmadian,2
sita,sita,0
tambalan,tambalan,0
teranjur,tərandʒur,1
lemping,ləmpiŋ,1
cuar,tʃuar,0
membuncah,məmbuntʃah,1
dirgahayu,dirgahaju,0
pembatas,pəmbatas,1
bersesak,bərsəsaʔ,2
penanggalan,pənaŋgalan,1
efisien,efisien,2
ceceh,tʃetʃeh,2
membedah,məmbədah,2
biliun,biliun,0
sultan,sultan,0
memenggal,məməŋgal,2
ramal,ramal,0
belantik,bəlantiʔ,1
mayapada,majapada,0
penekenan,pənekənan,3
terkelopak,tərkəlopaʔ,2
anonim,anonim,0
menyengguk,məɲəŋguʔ,2
membendungi,məmbənduŋi,2
tenggorokan,təŋgorokan,1
anasir,anasir,0
demografis,demografis,1
ekspektoran,eʔspeʔtoran,2
tergolong,tərgoloŋ,1
lauk,lauʔ,0
melenting,mələntiŋ,2
koefisien,koefisien,2
seroyongan,sərojoŋan,1
kauambil,kauambil,0
kesemek,kəsəməʔ,3
pengencangan,pəŋəntʃaŋan,2
penurut,pənurut,1
kaubawa,kaubawa,0
belarak,bəlaraʔ,1
mengecup,məŋətʃup,2
pet,pet,1
memfitnah,məmfitnah,1
kemampuannya,kəmampuanɲa,1
encok,entʃoʔ,1
ceri,tʃeri,1
menenderkan,mənendərkan,3
salinan,salinan,0
hwee,hwee,2
pembimbing,pəmbimbiŋ,1
seruak,səruaʔ,1
menodong,mənodoŋ,1
sayur,sajur,0
kolese,kolesə,2
konspirasi,konspirasi,0
ketuban,kətuban,1
takuti,takuti,0
saman,saman,0
bacek,batʃəʔ,1
seturut,səturut,1
gurau,gurau,0
simposium,simposium,0
kepencut,kəpentʃut,2
jawa,dʒawa,0
tabiat,tabiat,0
domein,domein,1
menanggalkan,mənaŋgalkan,1
diterimanya,ditərimaɲa,1
pembauran,pəmbauran,1
menggedor,məŋgədor,2
homoseksualitas,homoseʔsualitas,1
ringan,riŋan,0
megahnya,məgahɲa,1
emosi,emosi,1
dengkol,deŋkol,1
bersepai,bərsəpai,2
beloon,bəloʔon,1
sinis,sinis,0
ketam,kətam,1
berkelompok,bərkəlompoʔ,2
penyembunyian,pəɲəmbuɲian,2
waduk,waduʔ,0
cercaan,tʃərtʃaʔan,1
nyambar,ɲambar,0
koneksi,koneʔsi,1
menggigil,məŋgigil,1
codot,tʃodot,0
penting,pəntiŋ,1
dagangannya,dagaŋanɲa,0
sandera,sandəra,1
publik,publiʔ,0
menyunglap,məɲuŋlap,1
bacar,batʃar,0
berdesir,bərdəsir,2
terbit,tərbit,1
onak,onaʔ,0
pemerintahan,pəmərintahan,2
terperiksa,tərpəriʔsa,2
mengabadikan,məŋabadikan,1
pastoral,pastoral,0
membesar,məmbəsar,2
marin,marin,0
pembandingan,pəmbandiŋan,1
pengkal,peŋkal,1
ekspansionis,eʔspansionis,1
ayanda,ajanda,0
figur,figur,0
biut,biut,0
menggemukkan,məŋgəmuʔkan,2
homoseksual,homoseʔsual,1
memencilkan,məməntʃilkan,2
topang,topaŋ,0
kekol,kekol,1
erosi,erosi,1
sesering,səsəriŋ,2
hidrologi,hidrologi,0
bertalu,bərtalu,1
menikmati,məniʔmati,1
atar,atar,0
tergiring,tərgiriŋ,1
mengadukan,məŋadukan,1
perkelang,pərkəlaŋ,2
membagar,məmbagar,1
pembungkus,pəmbuŋkus,1
serobot,sərobot,1
kemerdekaannya,kəmərdekaʔanɲa,3
terpulang,tərpulaŋ,1
keakraban,kəaʔraban,1
veto,veto,1
coang,tʃoaŋ,0
keperempuanan,kəpərəmpuanan,3
lotong,lotoŋ,0
avgas,avgas,0
mengedau,məŋədau,2
seringkali,səriŋkali,1
menyeligit,məɲəligit,2
membudaya,məmbudaja,1
terusik,tərusiʔ,1
kesup,kəsup,1
hiperbol,hipərbol,1
menjerat,məndʒərat,2
nafiri,nafiri,0
keceng,ketʃeŋ,2
moderator,modərator,1
mengabsen,məŋabsen,2
tuam,tuam,0
kecabaian,kətʃabaian,1
pembuluh,pəmbuluh,1
atraksi,atraʔsi,0
penasaran,pənasaran,1
tenggara,təŋgara,1
juang,dʒuaŋ,0
dihapuskan,dihapuskan,0
pengaduan,pəŋaduan,1
epik,epiʔ,1
belangkin,bəlaŋkin,1
klep,ʔlep,1
mengalahi,məŋalahi,1
tanah,tanah,0
bakti,baʔti,0
berkabung,bərkabuŋ,1
apik,apiʔ,0
ketipung,kətipuŋ,1
memelaspas,məməlaspas,2
habiskan,habiskan,0
mengempiskan,məŋəmpiskan,2
mengesampingkan,məŋəsampiŋkan,2
kendung,kənduŋ,1
sembilan,səmbilan,1
keropak,kəropaʔ,1
anggar,aŋgar,0
menyupir,məɲupir,1
adibintang,adibintaŋ,0
selam,səlam,1
anus,anus,0
bergesekan,bərgesekan,3
kodrati,kodrati,0
pupur,pupur,0
meminjamkan,məmindʒamkan,1
mencagil,məntʃagil,1
suntik,suntiʔ,0
membanjir,məmbandʒir,1
pemugaran,pəmugaran,1
ketimuran,kətimuran,1
berselingkuh,bərsəliŋkuh,2
kedelapan,kədəlapan,2
abaian,abaian,0
mentok,məntoʔ,1
sirkulasi,sirkulasi,0
mangkat,maŋkat,0
kelereng,kəlereŋ,3
nitrogen,nitrogen,1
sergut,sərgut,1
keairan,kəairan,1
brata,brata,0
telinak,təlinaʔ,1
disiplin,disiplin,0
gemulai,gəmulai,1
setempat,sətəmpat,2
gempa,gəmpa,1
kokol,kokol,0
mencerap,məntʃərap,2
kesemestaan,kəsəməstaʔan,3
mengulas,məŋulas,1
menyempil,məɲəmpil,2
julung,dʒuluŋ,0
ulit,ulit,0
cumbu,tʃumbu,0
bentrokan,bəntrokan,1
senggak,səŋgaʔ,1
cerminan,tʃərminan,1
mengasamkan,məŋasamkan,1
sebelasan,səbəlasan,2
kesusahan,kəsusahan,1
jolong,dʒoloŋ,0
tersemai,tərsəmai,2
ambek,ambəʔ,1
panas,panas,0
sewu,sewu,1
mencangklong,məntʃaŋʔloŋ,1
vulgar,vulgar,0
kedudukan,kədudukan,1
memekau,məməkau,2
jamuran,dʒamuran,0
budiman,budiman,0
akil,akil,0
akomodasi,akomodasi,0
sensitivitas,sensitivitas,1
diagram,diagram,0
pembungkusan,pəmbuŋkusan,1
menjadi,məndʒadi,1
meneriakkan,mənəriaʔkan,2
kecilnya,kətʃilɲa,1
jajaran,dʒadʒaran,0
bergulingan,bərguliŋan,1
keladak,kəladaʔ,1
bakelit,bakəlit,1
sekte,seʔtə,2
dirundung,dirunduŋ,0
derai,dərai,1
pengirik,pəŋiriʔ,1
pirang,piraŋ,0
menaksir,mənaʔsir,1
tercapai,tərtʃapai,1
