kata,ipa
dibakarnya,dibakarɲa
sepasang,səpasaŋ
sponsor,sponsor
kehormatan,kəhormatan
patahan,patahan
membariskan,məmbariskan
awaair,awaʔair
teknokrat,teʔnoʔrat
bijana,bidʒana
sekiram,səkiram
sepantasnya,səpantasɲa
lengah,leŋah
menyombongkan,məɲomboŋkan
mek,meʔ
memakainya,məmakaiɲa
kelilipan,kəlilipan
mencuraikan,məntʃuraikan
dimakannya,dimakanɲa
mendominasi,məndominasi
kebulatan,kəbulatan
burai,burai
peruan,pəruan
jaluran,dʒaluran
teh,teh
tanggul,taŋgul
terserempak,tərsərəmpaʔ
bersimbah,bərsimbah
momentum,momentum
peperangan,pəpəraŋan
tepercaya,təpərtʃaja
memunculkan,məmuntʃulkan
berterima,bərtərima
segelas,səgəlas
menggertak,məŋgərtaʔ
terpijak,tərpidʒaʔ
kapital,kapital
wajah,wadʒah
pinjam,pindʒam
ketidaksenonohan,kətidaʔsənonohan
dai,dai
ceplok,tʃəploʔ
memandang,məmandaŋ
menangisi,mənaŋisi
hamis,hamis
penyelamatan,pəɲəlamatan
berasnya,bərasɲa
adakan,adakan
berangguk,bəraŋguʔ
determinan,determinan
mencelat,məntʃəlat
menyepi,məɲəpi
pendaftaran,pəndaftaran
wahab,wahab
riam,riam
diratakan,diratakan
penzina,pənzina
menyebukan,məɲəbukan
kecanggungan,kətʃaŋguŋan
seludup,səludup
mertapal,mərtapal
ketirah,kətirah
simpan,simpan
penyengauan,pəɲəŋauan
semprotan,səmprotan
menggugat,məŋgugat
ras,ras
mengadreskan,məŋadreskan
elektrolit,eleʔtrolit
kerani,kərani
menongkat,mənoŋkat
intuitif,intuitif
dedikasi,dedikasi
birokrat,biroʔrat
selonjor,səlondʒor
membukakan,məmbukakan
punuk,punuʔ
raket,raket
akuaduk,akuaduʔ
samudra,samudra
jerit,dʒərit
hang,haŋ
berperahu,bərpərahu
tertinggal,tərtiŋgal
ratus,ratus
terhampiri,tərhampiri
debus,dəbus
sus,sus
baris,baris
adati,adati
kecerlangan,kətʃərlaŋan
teban,teban
binokular,binokular
aparatus,aparatus
rama,rama
kos,kos
hektogram,heʔtogram
duriat,duriat
kelung,kəluŋ
mere,mərə
satwa,satwa
takdir,taʔdir
dekil,dəkil
mengagak,məŋagaʔ
hartawan,hartawan
keperempuanan,kəpərəmpuanan
nyai,ɲai
dikarang,dikaraŋ
apendiks,apendiʔs
cegukan,tʃəgukan
lokakarya,lokakarja
delinkuensi,delinkuensi
kloroform,ʔloroform
kekasihnya,kəkasihɲa
merentangi,mərəntaŋi
penelah,pənəlah
repot,repot
berjemaah,bərdʒəmaʔah
bersifat,bərsifat
hidroponik,hidroponiʔ
top,top
altruis,altruis
ilustrasi,ilustrasi
los,los
mantra,mantra
sesi,sesi
kelepuk,kələpuʔ
tiram,tiram
megalomania,megalomania
peleset,pəleset
piawai,piawai
setapak,sətapaʔ
mengaso,məŋaso
ambasador,ambasador
keroyok,kərojoʔ
izzah,izzah
mengersik,məŋərsiʔ
keropeng,kəropeŋ
menangis,mənaŋis
advertensi,advərtensi
sayat,sajat
berpoligami,bərpoligami
kediktatoran,kədiʔtatoran
rendang,rəndaŋ
tembusan,təmbusan
unta,unta
mengancuk,məŋantʃuʔ
pendataan,pəndataʔan
fonologi,fonologi
aziz,aziz
suar,suar
animo,animo
serum,serum
selingkit,səliŋkit
pengunjung,pəŋundʒuŋ
mengkonsumsi,məŋkonsumsi
pencelaan,pəntʃəlaʔan
perkakas,pərkakas
kapten,kapten
perpaduan,pərpaduan
dilaporkan,dilaporkan
ketuhanan,kətuhanan
terbikin,tərbikin
berangga,bəraŋga
compoh,tʃompoh
rusuk,rusuʔ
kemerdekaannya,kəmərdekaʔanɲa
dikikis,dikikis
belimbingan,bəlimbiŋan
pendamaian,pəndamaian
mengontrak,məŋontraʔ
membeginikan,məmbəginikan
amal,amal
sekongkolan,səkoŋkolan
perkamen,perkamen
pembedolan,pəmbədolan
kembangkan,kəmbaŋkan
dermaga,dərmaga
bertabur,bərtabur
bantau,bantau
memahat,məmahat
agihan,agihan
afrikat,afrikat
kemahiran,kəmahiran
terurus,tərurus
bujukannya,budʒukanɲa
peduli,pəduli
memintakan,məmintakan
kerak,kəraʔ
penaram,pənaram
diferensiasi,difərensiasi
mempersulit,məmpərsulit
manik,maniʔ
cakra,tʃaʔra
belentung,bələntuŋ
rambutnya,rambutɲa
ekskavasi,eʔskavasi
penyepit,pəɲəpit
perewa,pərewa
detonator,detonator
tersentak,tərsəntaʔ
kebosanan,kəbosanan
perusa,pərusa
alahan,alahan
pam,pam
mengedarkan,məŋedarkan
dekar,dekar
berakibat,bərakibat
dibenci,dibəntʃi
cemong,tʃemoŋ
mandau,mandau
orak,oraʔ
sarkasme,sarkasmə
solat,solat
tuak,tuaʔ
nobat,nobat
himpunan,himpunan
menyusuri,məɲusuri
selebar,səlebar
katalisator,katalisator
pengampelas,pəŋampəlas
market,market
pudar,pudar
mengasakan,məŋasakan
tampar,tampar
perekayasaan,pərekajasaʔan
dilematik,dilematiʔ
penenun,pənənun
musnah,musnah
dibantah,dibantah
semok,semoʔ
terpentang,tərpəntaŋ
anatomi,anatomi
memulai,məmulai
merindukan,mərindukan
kelian,kəlian
dengan,dəŋan
cibuk,tʃibuʔ
lincir,lintʃir
huyung,hujuŋ
iming,imiŋ
terkubur,tərkubur
nutrisi,nutrisi
keanekaan,kəanekaʔan
buntek,buntəʔ
kekejian,kəkədʒian
terdiam,tərdiam
bal,bal
mengimpor,məŋimpor
mengadem,məŋadəm
blaster,blastər
peruntukan,pəruntukan
gambir,gambir
berobat,bərobat
lanun,lanun
kuncinya,kuntʃiɲa
kepekatan,kəpəkatan
abtar,abtar
segah,səgah
berekspansi,bəreʔspansi
magnesium,magnesium
membidangi,məmbidaŋi
menyuap,məɲuap
licin,litʃin
mencatuk,məntʃatuʔ
berlepas,bərləpas
kelabau,kəlabau
serumah,sərumah
menyiram,məɲiram
bahang,bahaŋ
penyembah,pəɲəmbah
kongkalikong,koŋkalikoŋ
kesel,kəsel
saingan,saiŋan
udara,udara
murtad,murtad
sekap,səkap
dalang,dalaŋ
disesuaikan,disəsuaikan
alofon,alofon
jungkat,dʒuŋkat
terima,tərima
pemaduan,pəmaduan
alunan,alunan
mencoket,məntʃoket
sambal,sambal
seperut,səpərut
diperjual belikan,dipərdʒual-bəlikan
daulat,daulat
tetampan,tətampan
mengecilkan,məŋətʃilkan
stagnasi,stagnasi
putus,putus
mitologi,mitologi
bali,bali
pendadakan,pəndadakan
simpatik,simpatiʔ
obrol,obrol
penghubung,pəŋhubuŋ
ceguk,tʃəguʔ
rentaka,rəntaka
linglung,liŋluŋ
seseorang,səsəoraŋ
tiarap,tiarap
keseser,kəsəsər
serpentina,sərpəntina
tekak,təkaʔ
hendak,həndaʔ
tepa,təpa
pikul,pikul
arestasi,arestasi
mendekretkan,məndəʔretkan
dungkul,duŋkul
terpesona,tərpəsona
terbentuk,tərbəntuʔ
toleran,toləran
situs,situs
memburukkan,məmburuʔkan
menepatkan,mənəpatkan
terlalu,tərlalu
menjanjikan,məndʒandʒikan
notasi,notasi
terselempang,tərsələmpaŋ
berariskan,bərariskan
cape,tʃape
hampa,hampa
plentong,pləntoŋ
mengibaskan,məŋibaskan
administratif,administratif
duh,duh
joki,dʒoki
batal,batal
menjembatani,məndʒəmbatani
mengira,məŋira
frambusia,frambusia
pemboikotan,pəmboikotan
baru,baru
adhesif,adhesif
bumbun,bumbun
sulap,sulap
isap,isap
bokar,bokar
harapannya,harapanɲa
aung,auŋ
mencepat,məntʃəpat
sebentuk,səbəntuʔ
laksana,laʔsana
memanen,məmanen
terkenal,tərkənal
diusik,diusiʔ
dodong,dodoŋ
bertubuh,bərtubuh
disiden,disiden
membaris,məmbaris
mengongkong,məŋoŋkoŋ
mandikan,mandikan
kandungan,kanduŋan
keladak,kəladaʔ
berkaparan,bərkaparan
berbunga,bərbuŋa
sonata,sonata
syukur,sjukur
sembah,səmbah
mencabuli,məntʃabuli
pembuluh,pəmbuluh
menerumkan,mənərumkan
kedinginan,kədiŋinan
robek,robeʔ
mencuram,məntʃuram
bebaskan,bebaskan
katil,katil
talam,talam
eco,etʃo
teman,təman
bundar,bundar
menyerudi,məɲərudi
seburuk,səburuʔ
pangkat,paŋkat
minati,minati
pengada,pəŋada
berbelas kasihan,bərbəlas-kasihan
degupan,dəgupan
kantornya,kantorɲa
memadatkan,məmadatkan
tembereng,təmbereŋ
membancang,məmbantʃaŋ
bebat,bəbat
etil,etil
pingpong,piŋpoŋ
hambur,hambur
berkembangan,bərkəmbaŋan
landasan,landasan
membujang,məmbudʒaŋ
mengantungi,məŋantuŋi
nara,nara
nabi,nabi
balai,balai
mual,mual
ungkapkan,uŋkapkan
asbut,asbut
konservasi,konservasi
kondektur,kondeʔtur
kampit,kampit
perombak,pərombaʔ
antik,antiʔ
menganggung,məŋaŋguŋ
tarikan,tarikan
intisari,intisari
pedengan,pedeŋan
menyebu,məɲəbu
bahtera,bahtəra
anehnya,anehɲa
arena,arena
keislaman,kəislaman
daripada,daripada
ceku,tʃəku
mengajaibkan,məŋadʒaibkan
keakuran,kəakuran
mengakrabi,məŋaʔrabi
menjana,məndʒana
kemban,kəmban
terumbuk,tərumbuʔ
bursa,bursa
perwujudan,pərwudʒudan
alinea,alinea
ikan,ikan
mengking,məŋkiŋ
kulakukan,kulakukan
rewel,rewel
terserampuk,tərsərampuʔ
berkati,bərkati
keterusan,kətərusan
kematian,kəmatian
membelalang,məmbəlalaŋ
mengikrarkan,məŋiʔrarkan
mengagihkan,məŋagihkan
warung,waruŋ
kekandi,kəkandi
kelimpahan,kəlimpahan
berselerak,bərsəleraʔ
desa,desa
sebaris,səbaris
penjelmaan,pəndʒəlmaʔan
mengalirkan,məŋalirkan
mengalas,məŋalas
berkuda,bərkuda
sisi,sisi
beralangan,bəralaŋan
kekhalifahan,kəʔhalifahan
setanggi,sətaŋgi
bungkil,buŋkil
apakala,apakala
coli,tʃoli
membusungkan,məmbusuŋkan
perebakan,pərebakan
batasnya,batasɲa
lepuh,ləpuh
tercerna,tərtʃərna
dukuh,dukuh
temukut,təmukut
selimpat,səlimpat
mengeri,məŋəri
antidioksida,antidioʔsida
mempersekutukan,məmpərsəkutukan
misalnya,misalɲa
hobi,hobi
cambang,tʃambaŋ
jadual,dʒadual
beker,bekər
mengosongkan,məŋosoŋkan
menyebadani,məɲəbadani
selukung,səlukuŋ
ketiadaan,kətiadaʔan
perlus,pərlus
bustan,bustan
sepupu,səpupu
balutan,balutan
shekh,sheʔh
pantatnya,pantatɲa
mencopot,məntʃopot
semipermanen,semipermanen
ditampung,ditampuŋ
penambah,pənambah
memajukan,məmadʒukan
menunjuk,mənundʒuʔ
stan,stan
waskita,waskita
par,par
kecendekiawanan,kətʃəndəkiawanan
memujikan,məmudʒikan
pelemparan,pəlemparan
palka,palka
buya,buja
beguk,bəguʔ
kenduri,kənduri
membahan,məmbahan
memejamkan,məmədʒamkan
delikat,delikat
berselirak,bərsəliraʔ
aula,aula
berdesis,bərdəsis
beradat,bəradat
kerpuk,kərpuʔ
serkai,sərkai
kandar,kandar
telungkup,təluŋkup
sport,sport
cuming,tʃumiŋ
menggonggong,məŋgoŋgoŋ
menghantui,məŋhantui
raden,raden
rendahnya,rəndahɲa
bernafas,bərnafas
selom,səlom
gang,gaŋ
renggut,rəŋgut
terbuat,tərbuat
selepas,sələpas
intensifikasi,intensifikasi
darat,darat
congol,tʃoŋol
oto,oto
mengegah,məŋegah
muncul,muntʃul
meraung,mərauŋ
gubernur,gubərnur
generik,generiʔ
atap,atap
bakup,bakup
beroleh,bəroleh
kecrek,kətʃreʔ
pengetua,pəŋətua
terenang,tərənaŋ
bersikeras,bərsikəras
keseluruhan,kəsəluruhan
tiupan,tiupan
sakat,sakat
penyearah,pəɲəarah
konstruksi,konstruʔsi
lembing,ləmbiŋ
penaung,pənauŋ
mengampuni,məŋampuni
segera,səgəra
kekalutan,kəkalutan
pengrusakan,pəŋrusakan
kagum,kagum
memekik,məməkiʔ
mengitari,məŋitari
ring,riŋ
semesta,səməsta
tunggu,tuŋgu
membekukan,məmbəkukan
mengacuhkan,məŋatʃuhkan
dilahirkan,dilahirkan
siamang,siamaŋ
sengkeran,səŋkəran
kembut,kəmbut
tertunjuk,tərtundʒuʔ
buahan,buahan
kejat,kədʒat
telaga,təlaga
mengacara,məŋatʃara
pertama,pərtama
kilah,kilah
sehingga,səhiŋga
namun,namun
ametis,amətis
keperawanan,kəpərawanan
tangki,taŋki
membentak,məmbəntaʔ
benkap,benkap
kincir,kintʃir
kesendirian,kəsəndirian
diketahuinya,dikətahuiɲa
mengecimus,məŋətʃimus
rencana,rəntʃana
percit,pərtʃit
coro,tʃoro
bintang,bintaŋ
presidium,presidium
khususnya,ʔhususɲa
sempul,səmpul
lencana,ləntʃana
menghargai,məŋhargai
terbilang,tərbilaŋ
bersemayam,bərsəmajam
memetalkan,məmətalkan
dauk,dauʔ
kabinet,kabinet
anasir,anasir
mengurung,məŋuruŋ
pincang,pintʃaŋ
cucup,tʃutʃup
penderma,pəndərma
bekuk,bəkuʔ
membandel,məmbandəl
voli,voli
penginjilan,pəŋindʒilan
taja,tadʒa
johari,dʒohari
digagalkan,digagalkan
metah,mətah
kesama rataan,kəsama-rataʔan
pelindungan,pəlinduŋan
benara,bənara
penelitian,pənəlitian
menyelubungkan,məɲəlubuŋkan
semecah,səmətʃah
keprak,kəpraʔ
dencang,dəntʃaŋ
loyal,lojal
terkilan,tərkilan
membujuk,məmbudʒuʔ
cekakan,tʃəkakan
kejujurannya,kədʒudʒuranɲa
demosi,demosi
had,had
celoreng,tʃəloreŋ
canting,tʃantiŋ
sopan,sopan
bilur,bilur
juling,dʒuliŋ
mendengkus,məndəŋkus
menggapai,məŋgapai
kartika,kartika
ketial,kətial
rokok,rokoʔ
mengemudikan,məŋəmudikan
mercusuar,mərtʃusuar
kenabian,kənabian
terambil,tərambil
sengal,səŋal
dompleng,dompleŋ
berkelompok,bərkəlompoʔ
pembikin,pəmbikin
bujeter,budʒeter
hiruk,hiruʔ
reklame,reʔlamə
terbaur,tərbaur
memprioritaskan,məmprioritaskan
selisih,səlisih
pengadil,pəŋadil
dikata,dikata
ekskomunikasi,eʔskomunikasi
mengelektrifikasi,məŋeləʔtrifikasi
sekalian,səkalian
niger,nigər
sulfat,sulfat
wenang,wənaŋ
supervisi,supərvisi
semati,səmati
nominal,nominal
sesekali,səsəkali
penerusan,pənərusan
sekretarisnya,seʔrətarisɲa
ideologis,ideologis
daldaru,daldaru
berlatar,bərlatar
menghormati,məŋhormati
darusalam,darusalam
aklamasi,aʔlamasi
bergaun,bərgaun
a bah,aʔbah
penggantian,pəŋgantian
parit,parit
toko,toko
razia,razia
penambangan,pənambaŋan
teatris,teatris
dipukul,dipukul
perap,pərap
aluminium,aluminium
boks,boʔs
cinta kasih,tʃinta-kasih
keji,kədʒi
serbaguna,sərbaguna
pujangga,pudʒaŋga
obesitas,obesitas
rak,raʔ
bordes,bordes
keeleganan,kəeleganan
borang,boraŋ
penyelaan,pəɲəlaʔan
kempek,kəmpeʔ
gelitik,gəlitiʔ
adib,adib
ambu,ambu
tesis,tesis
memberangus,məmbəraŋus
umumnya,umumɲa
mengajukan,məŋadʒukan
seluler,seluler
memperjuangkan,məmpərdʒuaŋkan
rezeki,rəzəki
cemerlang,tʃəmərlaŋ
radioterapi,radioterapi
ebonit,ebonit
sendirian,səndirian
sayur,sajur
kelasi,kəlasi
doktorandus,doʔtorandus
bozah,bozah
nostalgia,nostalgia
denotasi,denotasi
sepul,səpul
biduk,biduʔ
bermukim,bərmukim
kekuatan,kəkuatan
dahulu,dahulu
kail,kail
babit,babit
memperhambakan,məmpərhambakan
mukmin,muʔmin
analisis,analisis
cerca,tʃərtʃa
sepertiga,səpərtiga
jatah,dʒatah
waktu,waʔtu
seperanggu,səpəraŋgu
pemborosan,pəmborosan
bilang,bilaŋ
kompas,kompas
tering,teriŋ
sisik,sisiʔ
berikatkan,bərikatkan
halilintar,halilintar
atom,atom
atasnya,atasɲa
kebekenan,kəbəkenan
sedalam,sədalam
plastisitas,plastisitas
bahariwan,bahariwan
membancarkan,məmbantʃarkan
gigit,gigit
secang,sətʃaŋ
dekah,dəkah
hari,hari
menyela,məɲəla
cekatan,tʃəkatan
ketup,kətup
buraksa,buraʔsa
perlian,pərlian
markas,markas
mengoper,məŋopər
berpeti,bərpəti
sabarnya,sabarɲa
penyusunan,pəɲusunan
demoniak,demoniaʔ
kartun,kartun
meleset,məleset
dikubur,dikubur
tambatan,tambatan
derel,dərel
cadel,tʃadel
pengulangan,pəŋulaŋan
km,ʔm
mil,mil
pasukan,pasukan
tertawa,tərtawa
benum,bənum
purwa,purwa
pelosok,pəlosoʔ
prematur,prematur
anggan,aŋgan
gepeng,gepeŋ
keserangan,kəseraŋan
keseluruhannya,kəsəluruhanɲa
kompeten,kompəten
duwet,duwət
sekring,seʔriŋ
diperiksa,dipəriʔsa
meluahkan,məluahkan
terdampar,tərdampar
telancang,təlantʃaŋ
dikirimkan,dikirimkan
berdalil,bərdalil
menebasi,mənəbasi
pakat,pakat
mendalang,məndalaŋ
cibit,tʃibit
menurutinya,mənurutiɲa
seismograf,seismograf
mohon,mohon
beragak,bəragaʔ
kemanusiaan,kəmanusiaʔan
zulkarnain,zulkarnain
meminimalkan,məminimalkan
fleksibilitas,fleʔsibilitas
budiman,budiman
comor,tʃomor
engkol,eŋkol
penghormatan,pəŋhormatan
teklek,təʔleʔ
cepengan,tʃəpeŋan
mengambung,məŋambuŋ
rangsang,raŋsaŋ
compreng,tʃompreŋ
dipidana,dipidana
pelekuk,pələkuʔ
teraniaya,təraniaja
terselami,tərsəlami
dewana,dewana
sepembawa,səpəmbawa
terperedus,tərpərədus
kukuh,kukuh
emulasi,emulasi
ditutup,ditutup
pembalasan,pəmbalasan
eter,etər
warna,warna
kilau,kilau
kependudukan,kəpəndudukan
bandut,bandut
petunia,pətunia
kloset,ʔloset
alkohol,alkohol
bersua,bərsua
skandal,skandal
cek del,tʃək-dəl
biasa,biasa
kebimbangan,kəbimbaŋan
menyerpih,məɲərpih
sma,sma
betis,bətis
titi,titi
mereka,məreka
semringah,səmriŋah
kacak,katʃaʔ
tercogok,tərtʃogoʔ
putar,putar
padat,padat
mencadung,məntʃaduŋ
berborok,bərboroʔ
menggait,məŋgait
opera,opəra
tabuh,tabuh
cicit,tʃitʃit
penyegar,pəɲəgar
menganehkan,məŋanehkan
pendederan,pəndədəran
pecut,pətʃut
jawatan,dʒawatan
kehidupan,kəhidupan
tertinggi,tərtiŋgi
menumbuh,mənumbuh
persemadian,pərsəmadian
bubar,bubar
sekelap,səkəlap
saga,saga
pengarungan,pəŋaruŋan
tatabahasa,tatabahasa
adaptasi,adaptasi
mengerutkan,məŋərutkan
oke,oke
ganggu,gaŋgu
rangup,raŋup
mendahsyatkan,məndahsjatkan
saum,saum
biawas,biawas
dirumuskan,dirumuskan
aerologi,aerologi
menera,mənəra
trafo,trafo
kejora,kədʒora
dikendalikan,dikəndalikan
terhingga,tərhiŋga
karcis,kartʃis
melakukan,məlakukan
berdetak,bərdətaʔ
amatirisme,amatirismə
seayapan,səajapan
padanan,padanan
berasuransi,bərasuransi
tata,tata
tercegah,tərtʃəgah
kecup,kətʃup
menempel,mənempel
kanibal,kanibal
mempercakapkan,məmpərtʃakapkan
keterpelajaran,kətərpəladʒaran
tanyakan,taɲakan
penggenapan,pəŋgənapan
membangunkan,məmbaŋunkan
jarak,dʒaraʔ
penerangan,pənəraŋan
pedih,pədih
sulung,suluŋ
camau,tʃamau
gambarannya,gambaranɲa
direktur,direʔtur
kode,kodə
telat,təlat
dwimatra,dwimatra
ternama,tərnama
balak,balaʔ
selupan,səlupan
membukut,məmbukut
bertetangga,bərtətaŋga
suntuk,suntuʔ
benteng,benteŋ
kejuaraan,kədʒuaraʔan
zahir,zahir
bermuara,bərmuara
determinis,determinis
meruntuhkan,məruntuhkan
menguasai,məŋuasai
termeterai,tərmətərai
cagu,tʃagu
tempayan,təmpajan
pesisiran,pəsisiran
mengelar,məŋəlar
membekap,məmbəkap
drainase,drainasə
kualifikasi,kualifikasi
membaja,məmbadʒa
lelaki,ləlaki
tulah,tulah
perjamuan,pərdʒamuan
dialisis,dialisis
kekecilan,kəkətʃilan
apostolik,apostoliʔ
menyelongkar,məɲəloŋkar
udam,udam
nyiru,ɲiru
keramas,kəramas
salam,salam
sawo,sawo
besan,besan
membanjur,məmbandʒur
menyenggau,məɲəŋgau
zalim,zalim
pergelutan,pərgəlutan
dirayu,diraju
desanya,desaɲa
menyangkut,məɲaŋkut
hiaskan,hiaskan
selingan,səliŋan
ditebang,ditəbaŋ
antarruang,antarruaŋ
mengadu,məŋadu
bercabut,bərtʃabut
kerjantara,kərdʒantara
gondok,gondoʔ
mengawan,məŋawan
menamai,mənamai
mengipas,məŋipas
menyeluk,məɲəluʔ
pembatuan,pəmbatuan
menghadiahi,məŋhadiahi
jambul,dʒambul
berdengkus,bərdəŋkus
mengah,məŋah
buncah,buntʃah
tender,tendər
segelintir,səgəlintir
berhikmat,bərhiʔmat
dimaafkan,dimaʔafkan
bermasalah,bərmasalah
sanding,sandiŋ
diawasi,diawasi
koboi,koboi
polio,polio
asmara,asmara
bergirang,bərgiraŋ
menyalahi,məɲalahi
perancang,pərantʃaŋ
tanggung jawabnya,taŋguŋ-dʒawabɲa
juan,dʒuan
cetai,tʃətai
keduniawian,kəduniawian
mengedep,məŋədep
birah,birah
pemanis,pəmanis
tesaurus,tesaurus
seberang,səbəraŋ
asih,asih
selendang,səlendaŋ
mencelakakan,məntʃəlakakan
rentak,rəntaʔ
timah,timah
megak,məgaʔ
jutawan,dʒutawan
celep,tʃələp
persentase,pərsentasə
jagabaya,dʒagabaja
bancut,bantʃut
ketuban,kətuban
janggal,dʒaŋgal
permeabilitas,permeabilitas
setra,setra
peribudi,pəribudi
delepak,dələpaʔ
gelar,gəlar
sesaat,səsaʔat
mendepangkan,məndəpaŋkan
obor,obor
tertembak,tərtembaʔ
berlimau,bərlimau
dihuni,dihuni
meneruskan,mənəruskan
kepadatan,kəpadatan
menduai,mənduai
asepsis,asepsis
penasehat,pənasehat
penmes,penmes
bedol,bədol
sayap,sajap
kekikiran,kəkikiran
khalifah,ʔhalifah
kiri,kiri
jumbai,dʒumbai
petroleum,petroleum
mengelopak,məŋəlopaʔ
selia,səlia
mamat,mamat
dibutuhkan,dibutuhkan
juntai,dʒuntai
berlagu,bərlagu
statuta,statuta
dikuasai,dikuasai
mentah,məntah
cuman,tʃuman
mayung,majuŋ
membanjiri,məmbandʒiri
bualan,bualan
mengempis,məŋəmpis
lengang,ləŋaŋ
krem,ʔrem
ketenagaan,kətənagaʔan
bertalu,bərtalu
gugusan,gugusan
sedari,sədari
dengungan,dəŋuŋan
peronyok,pəroɲoʔ
biarawan,biarawan
tadinya,tadiɲa
akronim,aʔronim
setir,sətir
tahui,tahui
lingkaran,liŋkaran
menganggalkan,məŋaŋgalkan
pesanan,pəsanan
embarkasi,embarkasi
kelip,kəlip
membaikkan,məmbaiʔkan
kerangkai,kəraŋkai
kerancakan,kərantʃakan
penipu,pənipu
mengazab,məŋazab
perpeloncoan,pərpəlontʃoan
sedarah,-sədarah
bondot,bondot
argumentatif,argumentatif
kehematan,kəhematan
bercak,bərtʃaʔ
demi,dəmi
rekening,rekəniŋ
hipotenusa,hipotənusa
keteloran,kəteloran
berdawat,bərdawat
sekedup,səkədup
kemeriahan,kəməriahan
digusur,digusur
kerajinan,kəradʒinan
membran,membran
rambat,rambat
gundu,gundu
kosta,kosta
menyerosoh,məɲərosoh
uji,udʒi
bercangap,bərtʃaŋap
keuletan,kəulətan
hatimu,hatimu
bekisar,bəkisar
teologi,teologi
selancak,səlantʃaʔ
bernada,bərnada
pecal,pətʃal
menggoyahkan,məŋgojahkan
halimun,halimun
elemen,eləmen
asuransi,asuransi
bermotor,bərmotor
cekcok,tʃeʔtʃoʔ
menyeramkan,məɲəramkan
mendetar,məndətar
anteng,antəŋ
dokumen,dokumen
berkilah,bərkilah
bersujud,bərsudʒud
baja,badʒa
bergairah,bərgairah
mendwigandakan,məndwigandakan
tertonjol,tərtondʒol
alamiah,alamiah
pembenih,pəmbənih
penekenan,pənekənan
tembaganya,təmbagaɲa
lawannya,lawanɲa
permintaan,pərmintaʔan
dramatisasi,dramatisasi
cerempung,tʃərəmpuŋ
tuduh,tuduh
ekstranei,eʔstranei
mengsol,meŋsol
busana,busana
terbalik,tərbaliʔ
berikat,bərikat
eksternal,eʔsternal
keselarasan,kəsəlarasan
mahasiswi,mahasiswi
intonasi,intonasi
tuanku,tuanku
memanas,məmanas
membengkung,məmbəŋkuŋ
masuk,masuʔ
terdidik,tərdidiʔ
perbuat,pərbuat
biau,biau
kangen,kaŋən
mentora,məntora
tinggalnya,tiŋgalɲa
terpelajar,tərpəladʒar
tertera,tərtəra
sengsara,səŋsara
mendapat,məndapat
rembuk,rəmbuʔ
rangkaian,raŋkaian
mendendangkan,məndendaŋkan
caling,tʃaliŋ
memerdekakan,məmərdekakan
mendeham,məndəham
menyelaraskan,məɲəlaraskan
kolektor,koleʔtor
terik,təriʔ
mega,mega
diserupakan,disərupakan
seawal,səawal
kalender,kalendər
hindar,hindar
sikut,sikut
isak,isaʔ
kawin,kawin
sekretariat,seʔrətariat
bidar,bidar
menjebloskan,məndʒəbloskan
kelibang,kəlibaŋ
barongan,baroŋan
kotak,kotaʔ
ceter,tʃəter
sabda,sabda
dataran,dataran
ketika,kətika
masyarakatnya,masjarakatɲa
ditahapkan,ditahapkan
hatta,hatta
berhak,bərhaʔ
depang,dəpaŋ
derum,dərum
selokan,səlokan
pertamanya,pərtamaɲa
mencuca,məntʃutʃa
sembari,səmbari
konsuler,konsuler
acu,atʃu
mengangan,məŋaŋan
carian,tʃarian
artinya,artiɲa
beleter,bəleter
patriotik,patriotiʔ
frustrasi,frustrasi
penyejukan,pəɲədʒukan
artesis,artesis
himpit,himpit
digalang,digalaŋ
cadas,tʃadas
kejahatan,kədʒahatan
pengirik,pəŋiriʔ
anu,anu
darmasiswa,darmasiswa
mencolot,məntʃolot
agih,agih
memperlakukan,məmpərlakukan
antara,antara
mengacungkan,məŋatʃuŋkan
pengali,pəŋali
barangkali,baraŋkali
udik,udiʔ
menyembah,məɲəmbah
aman,aman
misa,misa
balapan,balapan
menyerana,məɲərana
nazam,nazam
membaratkan,məmbaratkan
jotos,dʒotos
berkomunikasi,bərkomunikasi
mendekus,məndəkus
dagangannya,dagaŋanɲa
yakut,jakut
ramai,ramai
bergambar,bərgambar
pembebat,pəmbəbat
interaktif,intəraʔtif
dadih,dadih
sehidangan,səhidaŋan
menghukum,məŋhukum
kedangsa,kədaŋsa
sampurna,sampurna
sekeduduk,səkəduduʔ
memantulkan,məmantulkan
teperling,təpərliŋ
mendesut,məndəsut
dasar,dasar
instalasi,instalasi
tercenung,tərtʃənuŋ
lihai,lihai
keluhuran,kəluhuran
pulang,pulaŋ
cerling,tʃərliŋ
kekok,kekoʔ
mengerubuti,məŋərubuti
amat,amat
kesultanan,kəsultanan
pemalu,pəmalu
pemutus,pəmutus
dekunci,dəkuntʃi
berkaitan,bərkaitan
sejauh,sədʒauh
kosmopolitan,kosmopolitan
yung,juŋ
petuah,pətuah
melata,məlata
keabstainan,kəabstainan
pengunci,pəŋuntʃi
bebuyutan,bəbujutan
setom,sətom
bergerombolan,bərgərombolan
letus,lətus
berpendapat,bərpəndapat
esoknya,esoʔɲa
berentet,bərentet
membentarkan,məmbentarkan
belenggu,bələŋgu
biogas,biogas
tak,-taʔ
bahenol,bahenol
